POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,PREDICTED_CAPACITY
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.5635836e-13
*CCOCC(=O)SSCCCCCCCCC(=O)NCCNC(=O)OCCCCCCOCCO*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.5562265e-13
*CCC(C)CCCCCCSC(=O)OCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,7.214688e-14
*N=P(*)(CCSCCCCC)OCCCCCCCCCCCCCCCCCCCNC(=O)Oc1ccc(OC(C)C)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,6.968483e-14
*CCOC(=O)CNCCCNC(=O)CCCCCCCCCCCCC(=O)NCCCCOCC(=O)c1ccc(C(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,6.5460346e-14
*CC(O*)C(=O)CCOCCCOc1ccc(/N=N/c2ccc(OCCC)c(OCC)c2)cc1OCCCCCCCCCCCC,CN(C)C(=N)N=C(N)N,8.2,12.5,6.354444e-14
*CCCNC(=O)C(=O)NCCNC(=O)c1ccc(C(=O)NNCCCSOCCNC(=O)CCCCOC(*)=O)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,5.6518887e-14
*CCCCCCCCCCCNC(=O)c1ccc(C(=O)NNC(=O)CCCCCCCCCCCCCCC(=O)N*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,5.2289773e-14
*CCCCCCNNC(=O)CCCCCCCCCC(=O)NCCCCNC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,2.7385329e-14
*CCSCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)NCCC(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,2.2673981e-14
*OC(=O)NCCCCCCCNC(=O)CCCCCCC(=N)NCCSCCCNC(*)=CCCCCCC,CN(C)C(=N)N=C(N)N,8.2,12.5,2.1727307e-14
*CCCCCCCCCCCCCCCCCCNC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(-c3ccc(C(=O)S(=O)(=O)CCCC(*)=O)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.0434675e-14
*CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCNC(=O)C(C)NCCOC(=O)c1ccc(C(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.9998043e-14
*CC(*)C(=O)OCCOC(=O)c1ccc(C(=O)Oc2ccc(C(=O)Oc3ccc(-c4ccc(C(C)CC)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.9863851e-14
*Cc1ccc(C(CC)(C)c2ccc(C(=O)NNc3ccc(C(F)(F)F)cc3)cc2)c(OC(=O)c2ccccc2)c1N(*)C,CN(C)C(=N)N=C(N)N,8.2,12.5,1.7723368e-14
*CCCCCCCCCCCCCCCCCCOC(=O)S(=O)(=O)CCCCCCCCC(=O)OCc1CCCC(=O)N1*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.546302e-14
*CC(*)(CC(=O)OC(F)(F)F)Oc1ccc([N+](=O)[O-])cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.481747e-14
*CCCNC(=O)CCCCCC(=O)NCCCCCNC(=O)NCCCCCCNC(*)=N,CN(C)C(=N)N=C(N)N,8.2,12.5,1.1764453e-14
*OC(OC)C(O*)COCCCOCCOCCOC(=O)Nc1ccc(ONC(C)C)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,6.240384e-15
*CCCCNC(=O)CCCCCCCCCCCC(=O)NCCCCCCCCCCNC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,5.3411255e-15
*CC(*)OC(=O)c1ccc(C(C)S(=O)(=O)c2ccc(-c3ccc(OCCCCCCCCCCCCCCC)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,4.9086457e-15
*CC(*)(NC(=O)Sc1ccc(OCC(=O)OCCCCCCC)cc1)Oc1ccccc1,CN(C)C(=N)N=C(N)N,8.2,12.5,3.319937e-15
*CCCCCCCCCSCCCCCCC(=O)NCCCCCCCNC(=O)CC(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,3.0490685e-15
*N=P(*)(CCl)OCOCCCOCCOCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.3866455e-15
*/N=N/C(=N/C=C/c1ccc(OC)cc1)OC(*)OCCOc1ccc(/N=N/c2ccc(S(=O)(=O)CCCCCCCCCC)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.169817e-15
*CC(*)(C)C(=O)OCCCCCOCCCCCCCCCCCCCCCOc1ccc(-c2ccc(C=C(C)C(=O)Oc3ccc(C(C)C)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,8.2109653e-16
*CCCCCCCCCCC(=O)NCCCCNC(=O)c1ccc(C(=O)NCCNC(=O)CCCSCCCCC(=O)c2ccc(C(=O)N*)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,7.5593053e-16
*CC(*)C(=O)Nc1ccc(C(=O)OCCCCCOc2ccc(/N=N/c3ccc(N=C/c4ccc(OCC)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,6.4498536e-16
*CCCCCCCCCCCCCCCCCCCCC(=O)NCCCOCCCCCCCCCCNC(=O)S*,CN(C)C(=N)N=C(N)N,8.2,12.5,3.424851e-16
*CCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)NCCCCOCCNC(=O)NCCCCOC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,2.7736454e-16
*O[Si](*)(C)CCCCCCCCCCOc1ccc(-c2ccc(C(=O)Nc3ccc([N+](=O)[O-])cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.2854407e-16
*CCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.0016876e-16
*NNC(=O)CCCC(=O)NNC(=O)OCCCCCCCCCCSCSCCCCCCCCNC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.7867808e-16
*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCNC(=O)CCCCCC(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,3.2270463e-17
*CCCCCCCCCCCCCCCCCOC(=O)CCCCCCCC(=O)NCCCCSCCNC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,2.6021704e-17
*CCCCCCNC(=O)CCCCC(=O)NNC(=O)CCc1ccc(NCCCCCCCNC(=O)CCCCCCCCC(=O)N*)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.5621794e-17
*NC(=O)CCCCCCCCCCCCCCCS(=O)(=O)CCCCCCC(=O)NC(=O)NCCC(*)=O,CN(C)C(=N)N=C(N)N,8.2,12.5,1.485208e-17
*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)NCCCCOC(=O)CCCC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.3299207e-17
*CCCCCCCCCCCCC(=O)NCCCNC(=O)C(C)CCCCCC(=O)NCCCCC(=O)NCCCCCS*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.0783099e-17
*CC(*)C(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,6.921682e-18
*CC(*)(C)C(=O)OCCCCCCCCCCC(=O)OCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCCOc1ccc(-c2ccc(OC)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,2.9701272e-18
*CC(=O)NCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCCCOC(=O)C(C)C(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.3653226e-18
*CCCCCCCCCCCCCNC(=O)CCCCCC(=O)NCCCCCNC(=O)C(=O)CCCC(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.1383613e-18
*CC#CCCCCCCCCCCCCCC(=O)NCCCCOCCCCCCNC(=O)CCCSCCCCCCCCC(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,3.907181e-19
*CCCCCCCCCCCCNC(=O)CCCCCCCCCC(=O)NCCCCCSCCOCCCCCCCCCCSCCCC(=O)O*,CN(C)C(=N)N=C(N)N,8.2,12.5,3.472268e-20
*CC(*)(CC(=O)OCCCN(C#N)CCC)c1ccc(/N=N/c2ccc(C(=O)Oc3ccc([N+](=O)[O-])cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,8.2,12.5,1.7720002e-20
*CCCCCCCCCCNC(=O)CCCCC(=O)NCCCCCCCNC(=O)CCCCCCCCCCNC(=O)NCCCNC(=O)S*,CN(C)C(=N)N=C(N)N,8.2,12.5,2.1156097e-21
*CCCCCCCCCCCCCCCCCCNC(=O)NCCSCCCCCNC(=O)CCCCCCCCCCCCC(=O)NC(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.1997039e-21
*CCCCCCCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)NCCCNC(=O)CCCCCCCCCS*,CN(C)C(=N)N=C(N)N,8.2,12.5,9.203152e-22
*CCCCCCCCCNC(=O)CSCCCCCCCC(=O)NCCCCNC(=O)CCCCNC(=O)CCCCCCCCCCCCCC(=O)N*,CN(C)C(=N)N=C(N)N,8.2,12.5,1.8015029e-23
